,_id,description,Bert_Label,Flair_Label,BL_Label,CE_Label,BLTC_Label,Expert1,Expert2,Expert3,Final_Label
1051,CVE-2014-6064,The Accounts tab in the administrative user interface in McAfee Web Gateway (MWG) before 7.3.2.9 and 7.4.x before 7.4.2 allows remote authenticated users to obtain the hashed user passwords via unspecified vectors.,web session cookie,No Label,unknown attack,credentials,unknown attack,Sensitive Data Exposure,Sensitive data exposure,"Sensitive data exposure, Pass the Hash",sensitive data exposure
1052,CVE-2011-3822,"XOOPS 2.5.0 allows remote attackers to obtain sensitive information via a direct request to a .php file, which reveals the installation path in an error message, as demonstrated by modules/system/xoops_version.php and certain other files.",disabling security tools,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1053,CVE-2009-2648,"FlashDen Guestbook allows remote attackers to obtain configuration information via a direct request to amfphp/phpinfo.php, which calls the phpinfo function.",server-side request forgery,code injection,unauthorized access,denial of service,unauthorized access,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1054,CVE-2001-1275,MySQL before 3.23.31 allows users with a MySQL account to use the SHOW GRANTS command to obtain the encrypted administrator password from the mysql.user table and possibly gain privileges via password cracking.,server-side request forgery,code injection,command and control,command and control,command and control,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,command and control
1055,CVE-2007-1564,"The FTP protocol implementation in Konqueror 3.5.5 allows remote servers to force the client to connect to other servers, perform a proxied port scan, or obtain sensitive information by specifying an alternate server address in an FTP PASV response.",server-side request forgery,code injection,disabling security tools,sensitive data exposure,disabling security tools,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1056,CVE-2016-3956,"The CLI in npm before 2.15.1 and 3.x before 3.8.3, as used in Node.js 0.10 before 0.10.44, 0.12 before 0.12.13, 4 before 4.4.2, and 5 before 5.10.0, includes bearer tokens with arbitrary requests, which allows remote HTTP servers to obtain sensitive information by reading Authorization headers.",server-side request forgery,code injection,sensitive data exposure,server-side request forgery,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1057,CVE-2002-0643,"The installation of Microsoft Data Engine 1.0 (MSDE 1.0), and Microsoft SQL Server 2000 creates setup.iss files with insecure permissions and does not delete them after installation, which allows local users to obtain sensitive data, including weakly encrypted passwords, to gain privileges, aka ""SQL Server Installation Process May Leave Passwords on System.""",server-side request forgery,No Label,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1058,CVE-2002-2070,"SecureClean 3 build 2.0 does not clear Windows alternate data streams that are attached to files on NTFS file systems, which allows attackers to recover sensitive information that was supposed to be deleted.",disabling security tools,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1059,CVE-2006-2901,"The web server for D-Link Wireless Access-Point (DWL-2100ap) firmware 2.10na and earlier allows remote attackers to obtain sensitive system information via a request to an arbitrary .cfg file, which returns configuration information including passwords.",server-side request forgery,No Label,sensitive data exposure,dns attack,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1060,CVE-2013-3976,"The (1) Data Protection for Exchange component 6.1 before 6.1.3.4 and 6.3 before 6.3.1 in IBM Tivoli Storage Manager for Mail and the (2) FlashCopy Manager for Exchange component 2.2 and 3.1 before 3.1.1 in IBM Tivoli Storage FlashCopy Manager do not properly constrain mailbox contents during certain PST restore operations, which allows remote authenticated users to read the personal e-mail of other users in opportunistic circumstances by launching an e-mail client after an administrator performs a multiple-mailbox restore.",server-side request forgery,No Label,disabling security tools,sensitive data exposure,disabling security tools,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1061,CVE-2011-4900,TYPO3 before 4.5.4 allows Information Disclosure in the backend.,server-side request forgery,network sniffing,typosquatting,typosquatting,typosquatting,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1062,CVE-2010-3979,"Dswsbobje in SAP BusinessObjects Enterprise XI 3.2 generates different error messages depending on whether the Login field corresponds to a valid username, which allows remote attackers to enumerate account names via a login SOAPAction to the dswsbobje/services/session URI.",server-side request forgery,code injection,web session cookie,dns attack,web session cookie,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1063,CVE-2014-8034,"Cisco WebEx Meetings Server 1.5 presents the same CAPTCHA challenge for each login attempt, which makes it easier for remote attackers to obtain access via a brute-force approach of guessing usernames, aka Bug ID CSCuj40321.",network sniffing,code injection,brute force attack,brute force attack,brute force attack,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,brute force attack
1064,CVE-2009-0240,"listing.php in WebSVN 2.0 and possibly 1.7 beta, when using an SVN authz file, allows remote authenticated users to read changelogs or diffs for restricted projects via a modified repname parameter.",server-side request forgery,code injection,host redirection,credentials,host redirection,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1065,CVE-2007-6399,index.php in Flat PHP Board 1.2 and earlier allows remote authenticated users to obtain the password for the current user account by reading the password parameter value in the HTML source for the page generated by a profile action.,web session cookie,code injection,credentials,credentials,credentials,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,credentials
1066,CVE-2015-5320,"Jenkins before 1.638 and LTS before 1.625.2 do not properly verify the shared secret used in JNLP slave connections, which allows remote attackers to connect as slaves and obtain sensitive information or possibly gain administrative access by leveraging knowledge of the name of a slave.",ransomware,dns attack,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1067,CVE-2008-6063,"Microsoft Word 2007, when the ""Save as PDF"" add-on is enabled, places an absolute pathname in the Subject field during an ""Email as PDF"" operation, which allows remote attackers to obtain sensitive information such as the sender's account name and a Temporary Internet Files subdirectory name.",drive-by download attack,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1068,CVE-2008-2949,"Cross-domain vulnerability in Microsoft Internet Explorer 6 and 7 allows remote attackers to change the location property of a frame via the String data type, and use a frame from a different domain to observe domain-independent events, as demonstrated by observing onkeydown events with caballero-listener. NOTE: according to Microsoft, this is a duplicate of CVE-2008-2947, possibly a different attack vector.",server-side request forgery,code injection,unknown attack,cross-site scripting,unknown attack,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1069,CVE-2014-0708,"WebEx Meeting Center in Cisco WebEx Business Suite does not properly compose URLs for HTTP GET requests, which allows remote attackers to obtain sensitive information by reading (1) web-server access logs, (2) web-server Referer logs, or (3) a browser's history, aka Bug ID CSCul98272.",server-side request forgery,No Label,sensitive data exposure,server-side request forgery,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1070,CVE-2015-8253,"The Frontel protocol before 3 on RSI Video Technologies Videofied devices sets up AES encryption but sends all traffic in cleartext, which allows remote attackers to obtain sensitive (1) message or (2) MJPEG video data by sniffing the network.",network sniffing,No Label,sensitive data exposure,network sniffing,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,"Sensitive data exposure, Network Sniffing",sensitive data exposure
1071,CVE-2018-1999036,An exposure of sensitive information vulnerability exists in Jenkins SSH Agent Plugin 1.15 and earlier in SSHAgentStepExecution.java that exposes the SSH private key password to users with permission to read the build log.,web session cookie,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1072,CVE-2008-0141,"actions.php in WebPortal CMS 0.6-beta generates predictable passwords containing only the time of day, which makes it easier for remote attackers to obtain access to any account via a lostpass action.",web session cookie,code injection,system misconfiguration,credentials,system misconfiguration,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1073,CVE-2015-7846,"Huawei S7700, S9700, S9300 before V200R07C00SPC500, and AR200, AR1200, AR2200, AR3200 before V200R005C20SPC200 allows attackers with physical access to the CF card to obtain sensitive information.",server-side request forgery,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1074,CVE-2006-6231,"vuBB 0.2.1 and earlier allows remote attackers to obtain sensitive information via a direct request to includes/vubb.php, which leaks the path in an error message.",server-side request forgery,code injection,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1075,CVE-2014-0153,"The REST API in oVirt 3.4.0 and earlier stores session IDs in HTML5 local storage, which allows remote attackers to obtain sensitive information via a crafted web page.",web session cookie,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1076,CVE-2015-9487,"The ThemeMakers Almera Responsive Portfolio theme through 2015-05-15 for WordPress allows remote attackers to obtain sensitive information (such as user_login, user_pass, and user_email values) via a direct request for the wp-content/uploads/tmm_db_migrate/wp_users.dat URI.",server-side request forgery,No Label,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1077,CVE-2018-19709,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1078,CVE-2018-5024,"Adobe Acrobat and Reader 2018.011.20040 and earlier, 2017.011.30080 and earlier, and 2015.006.30418 and earlier versions have an Out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,masquerade attack,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1079,CVE-2018-16024,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1080,CVE-2018-12820,Adobe Digital Editions versions 4.5.8 and below have an out of bounds read vulnerability. Successful exploitation could lead to information disclosure.,sensitive data exposure,network sniffing,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1081,CVE-2020-9608,"Adobe Acrobat and Reader versions 2020.006.20042 and earlier, 2017.011.30166 and earlier, 2017.011.30166 and earlier, and 2015.006.30518 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,masquerade attack,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1082,CVE-2020-3806,"Adobe Acrobat and Reader versions 2020.006.20034 and earlier, 2017.011.30158 and earlier, 2017.011.30158 and earlier, 2015.006.30510 and earlier, and 2015.006.30510 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",sensitive data exposure,system misconfiguration,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1083,CVE-2020-3755,"Adobe Acrobat and Reader versions 2019.021.20061 and earlier, 2017.011.30156 and earlier, 2017.011.30156 and earlier, and 2015.006.30508 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",sensitive data exposure,system misconfiguration,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1084,CVE-2019-8238,Adobe Acrobat and Reader versions 2019.010.20100 and earlier; 2019.010.20099 and earlier versions; 2017.011.30140 and earlier version; 2017.011.30138 and earlier version; 2015.006.30495 and earlier versions; 2015.006.30493 and earlier versions have a Path Traversal vulnerability. Successful exploitation could lead to Information Disclosure in the context of the current user.,sensitive data exposure,No Label,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1085,CVE-2021-28643,"Acrobat Reader DC versions 2021.005.20054 (and earlier), 2020.004.30005 (and earlier) and 2017.011.30197 (and earlier) are affected by a Type Confusion vulnerability. An unauthenticated attacker could leverage this vulnerability to disclose sensitive memory information in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",disabling security tools,No Label,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1086,CVE-2018-19710,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1087,CVE-2018-5048,"Adobe Acrobat and Reader 2018.011.20040 and earlier, 2017.011.30080 and earlier, and 2015.006.30418 and earlier versions have an Out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,masquerade attack,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1088,CVE-2018-4886,"An issue was discovered in Adobe Acrobat Reader 2018.009.20050 and earlier versions, 2017.011.30070 and earlier versions, 2015.006.30394 and earlier versions. This vulnerability occurs as a result of computation that reads data that is past the end of the target buffer; the computation occurs in the image conversion engine when processing Enhanced Metafile Format (EMF) data related to handling of bitmap rectangles. A successful attack can lead to sensitive data exposure.",sensitive data exposure,No Label,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1089,CVE-2018-15922,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,network sniffing,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1090,CVE-2019-16469,"Adobe Experience Manager versions 6.5, 6.4, 6.3, 6.2, 6.1, and 6.0 have an expression language injection vulnerability. Successful exploitation could lead to sensitive information disclosure.",sensitive data exposure,network sniffing,sensitive data exposure,code injection,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1091,CVE-2019-7144,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",sensitive data exposure,code injection,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1092,CVE-2019-8216,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",sensitive data exposure,system misconfiguration,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1093,CVE-2018-4890,"An issue was discovered in Adobe Acrobat Reader 2018.009.20050 and earlier versions, 2017.011.30070 and earlier versions, 2015.006.30394 and earlier versions. This vulnerability is an instance of a heap overflow vulnerability in the image conversion engine, when handling JPEG data embedded within an XPS file. A successful attack can lead to code corruption, control-flow hijack, or an information leak attack.",disabling security tools,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,"Sensitive data exposure, Buffer Overflow",Sensitive data exposure,sensitive data exposure
1094,CVE-2018-19719,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1095,CVE-2018-5017,"Adobe Acrobat and Reader 2018.011.20040 and earlier, 2017.011.30080 and earlier, and 2015.006.30418 and earlier versions have an Out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,masquerade attack,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1096,CVE-2020-9721,"Adobe Acrobat and Reader versions 2020.009.20074 and earlier, 2020.001.30002, 2017.011.30171 and earlier, and 2015.006.30523 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,system misconfiguration,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1097,CVE-2018-12819,Adobe Digital Editions versions 4.5.8 and below have an out of bounds read vulnerability. Successful exploitation could lead to information disclosure.,sensitive data exposure,network sniffing,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1098,CVE-2017-16382,"An issue was discovered in Adobe Acrobat and Reader: 2017.012.20098 and earlier versions, 2017.011.30066 and earlier versions, 2015.006.30355 and earlier versions, and 11.0.22 and earlier versions. This vulnerability occurs as a result of a computation that reads data that is past the end of the target buffer; the computation is part of the image conversion module. The use of an invalid (out-of-range) pointer offset during access of internal data structure fields causes the vulnerability. A successful attack can lead to sensitive data exposure.",sensitive data exposure,No Label,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1099,CVE-2018-16006,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1100,CVE-2018-16035,"Adobe Acrobat and Reader versions 2019.008.20081 and earlier, 2019.008.20080 and earlier, 2019.008.20081 and earlier, 2017.011.30106 and earlier version, 2017.011.30105 and earlier version, 2015.006.30457 and earlier, and 2015.006.30456 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1101,CVE-2019-7071,"Adobe Acrobat and Reader versions 2019.010.20069 and earlier, 2019.010.20069 and earlier, 2017.011.30113 and earlier version, and 2015.006.30464 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1102,CVE-2019-7798,"Adobe Acrobat and Reader versions 2019.010.20100 and earlier, 2019.010.20099 and earlier, 2017.011.30140 and earlier, 2017.011.30138 and earlier, 2015.006.30495 and earlier, and 2015.006.30493 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1103,CVE-2017-16384,"An issue was discovered in Adobe Acrobat and Reader: 2017.012.20098 and earlier versions, 2017.011.30066 and earlier versions, 2015.006.30355 and earlier versions, and 11.0.22 and earlier versions. The vulnerability is caused by a buffer over-read in the exif processing module for a PNG file (during XPS conversion). Invalid input leads to a computation where pointer arithmetic results in a location outside valid memory locations belonging to the buffer. An attack can be used to obtain sensitive information, such as object heap addresses, etc.",disabling security tools,No Label,sensitive data exposure,memory based attack,sensitive data exposure,Sensitive Data Exposure,"Sensitive data exposure, Buffer Overflow",Sensitive data exposure,sensitive data exposure
1104,CVE-2018-5014,"Adobe Acrobat and Reader 2018.011.20040 and earlier, 2017.011.30080 and earlier, and 2015.006.30418 and earlier versions have an Out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,masquerade attack,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1105,CVE-2020-3800,"Adobe Acrobat and Reader versions 2020.006.20034 and earlier, 2017.011.30158 and earlier, 2017.011.30158 and earlier, 2015.006.30510 and earlier, and 2015.006.30510 and earlier have a memory address leak vulnerability. Successful exploitation could lead to information disclosure .",memory based attack,masquerade attack,memory based attack,memory based attack,memory based attack,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,memory based attack
1106,CVE-2020-9629,Adobe DNG Software Development Kit (SDK) 1.5 and earlier versions have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.,sensitive data exposure,No Label,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1107,CVE-2021-21091,Adobe Bridge versions 10.1.1 (and earlier) and 11.0.1 (and earlier) are affected by an Out-of-bounds read vulnerability when parsing a crafted file. An unauthenticated attacker could leverage this vulnerability to disclose sensitive memory information in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,disabling security tools,No Label,sensitive data exposure,memory based attack,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1108,CVE-2017-16364,"An issue was discovered in Adobe Acrobat and Reader: 2017.012.20098 and earlier versions, 2017.011.30066 and earlier versions, 2015.006.30355 and earlier versions, and 11.0.22 and earlier versions. This issue is due to an untrusted pointer dereference when handling number format dictionary entries. In this scenario, the input is crafted in way that the computation results in pointers to memory locations that do not belong to the relevant process address space. The dereferencing operation is a read operation, and an attack can result in sensitive data exposure.",memory based attack,system misconfiguration,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1109,CVE-2019-8105,"Adobe Acrobat and Reader versions 2019.012.20035 and earlier, 2019.012.20035 and earlier, 2017.011.30142 and earlier, 2017.011.30143 and earlier, 2015.006.30497 and earlier, and 2015.006.30498 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",sensitive data exposure,system misconfiguration,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1110,CVE-2019-7028,"Adobe Acrobat and Reader versions 2019.010.20069 and earlier, 2019.010.20069 and earlier, 2017.011.30113 and earlier version, and 2015.006.30464 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure.",sensitive data exposure,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1111,CVE-2018-12816,Adobe Digital Editions versions 4.5.8 and below have an out of bounds read vulnerability. Successful exploitation could lead to information disclosure.,sensitive data exposure,network sniffing,sensitive data exposure,unauthorized access,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1112,CVE-2019-9377,"In FingerprintService, there is a possible bypass for operating system protections that isolate user profiles from each other due to a missing permission check. This could lead to a local information disclosure of metadata about the biometrics of another user on the device with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-128599663",disabling security tools,code injection,unauthorized access,system misconfiguration,unauthorized access,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1113,CVE-2021-0443,"In several functions of ScreenshotHelper.java and related files, there is a possible incorrectly saved screenshot due to a race condition. This could lead to local information disclosure across user profiles with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-170474245",server-side request forgery,code injection,sensitive data exposure,system misconfiguration,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1114,CVE-2020-0067,"In f2fs_xattr_generic_list of xattr.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not required for exploitation.Product: Android. Versions: Android kernel. Android ID: A-120551147.",disabling security tools,code injection,privilege escalation,sensitive data exposure,privilege escalation,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1115,CVE-2019-9235,"In NFC, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-122323053",disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1116,CVE-2021-0451,"In the Titan M chip firmware, there is a possible disclosure of stack memory due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117871",server-side request forgery,code injection,privilege escalation,sensitive data exposure,privilege escalation,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1117,CVE-2019-2231,"In Blob::Blob of blob.cpp, there is a possible unencrypted master key due to improper input validation. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-141955555",server-side request forgery,code injection,sensitive data exposure,sensitive data exposure,sensitive data exposure,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
1118,CVE-2020-0498,"In decode_packed_entry_number of codebook.c, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-160633884",disabling security tools,code injection,buffer overflow,buffer overflow,buffer overflow,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,buffer overflow
1119,CVE-2020-0482,"In command of IncidentService.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-150706572",disabling security tools,code injection,privilege escalation,command and control,privilege escalation,Sensitive Data Exposure,Sensitive data exposure,Sensitive data exposure,sensitive data exposure
